Item Name,Bazaar Buy Price,Bazaar Sell Price,NPC Cost,Crafting Cost
POISONOUS_POTATO,9.9,5.1,0,0
KISMET_FEATHER,1918004.7,1884436.8,0,0
REVENANT_FLESH,44.8,39.3,0,0
VOLCANIC_ROCK,1498999.4,1211106.4,0,0
ENCHANTED_GLOWSTONE,63350,49592.9,0,0
OBSIDIAN_TABLET,2053489,1591387,0,0
ESSENCE_WITHER,2769.1,2662.6,0,0
ENCHANTMENT_CHARM_2,262819.7,1106,0,0
ENCHANTMENT_CHARM_3,810757.8,4001.8,0,0
ENCHANTMENT_CHARM_1,101593.6,35307.5,0,0
BLAZE_ROD,27.1,19.4,0,0
ENCHANTMENT_CHARM_4,1299998.5,40000.8,0,0
YOUNG_FRAGMENT,7999.6,7164.7,0,0
ENCHANTMENT_CHARM_5,1999998.8,861850.6,0,0
MITHRIL_PLATE,7566988.1,7149973.7,0,0
BLOOD_SOAKED_COINS,10999996,4653397.8,0,0
REFINED_MINERAL,17045.6,13767.4,0,0
CHYME,2623857.2,600000.1,0,0
GUARDIAN_LUCKY_BLOCK,349998.1,250000.6,0,0
DIVAN_FRAGMENT,2806399.9,2710001,0,0
ROUGH_RUBY_GEM,2.4,2,0,0
ENCHANTMENT_IMPALING_3,0,0,0,0
ENCHANTMENT_IMPALING_2,0,0,0,0
GOBLIN_EGG_BLUE,5264693.1,4900000.3,0,0
ENCHANTMENT_IMPALING_1,0,0,0,0
CATALYST,169906.1,146772.3,0,0
REFINED_DARK_CACAO_TRUFFLE,15442228.1,14445604.1,0,0
ENCHANTED_INK_SACK,111653.1,102497.2,0,0
JERRY_STONE,8996.7,3.7,0,0
MOLTEN_POWDER,269992,203503.6,0,0
FLAWLESS_SAPPHIRE_GEM,1826244.9,1635467.6,0,0
MAGMA_URCHIN,7013197.5,6456914.5,0,0
PERFECT_AQUAMARINE_GEM,23499999.7,18309223.4,0,0
JACOBS_TICKET,16598.3,15625.1,0,0
ENCHANTMENT_QUANTUM_4,799999.4,314086.9,0,0
BAT_FIREWORK,290000,164951,0,0
ENCHANTMENT_QUANTUM_5,1919999,1150262.3,0,0
ABSOLUTE_ENDER_PEARL,12882,11665.5,0,0
ARACHNE_FRAGMENT,13000,8678,0,0
ENCHANTMENT_REPLENISH_1,1427889.7,1211396.6,0,0
ENCHANTMENT_QUANTUM_3,341941.4,260289.9,0,0
ENCHANTED_ENDER_PEARL,184.2,143.8,0,0
ARROW_BUNDLE_MAGMA,652707,543912.8,0,0
SPIKED_BAIT,218.9,34.6,0,0
ENCHANTED_FERMENTED_SPIDER_EYE,134999.9,106601.7,0,0
FROZEN_BAIT,6677,3940.5,0,0
BLESSED_FRUIT,1061763.4,923084.8,0,0
ENCHANTMENT_ULTIMATE_SWARM_5,8660453.2,7212924.5,0,0
VERY_CRUDE_GABAGOOL,100768.3,96004.7,0,0
ENCHANTMENT_TURBO_WHEAT_3,242998.4,7.4,0,0
ENCHANTMENT_TURBO_WHEAT_4,364999.5,65750.2,0,0
ENCHANTMENT_SILK_TOUCH_1,0,0,0,0
ENCHANTMENT_TURBO_WHEAT_1,8228.8,407.4,0,0
ENCHANTMENT_TURBO_WHEAT_2,31384.7,17.4,0,0
ENCHANTMENT_ULTIMATE_SWARM_3,3058233.3,785529.1,0,0
ENCHANTMENT_ULTIMATE_SWARM_4,5999999,3942153.8,0,0
ENCHANTMENT_TURBO_WHEAT_5,274999.6,130000,0,0
ENCHANTMENT_ULTIMATE_SWARM_1,489398.9,432493.3,0,0
EXPORTABLE_CARROTS,7874.6,6802.8,0,0
ENCHANTMENT_ULTIMATE_SWARM_2,1350598.3,926850.8,0,0
NULL_OVOID,103881.4,100840.1,0,0
GOLD_INGOT,3.9,2.4,0,0
ENCHANTMENT_SUGAR_RUSH_3,2082999.5,1450000.4,0,0
ENCHANTMENT_SUGAR_RUSH_2,1489999.3,570000.1,0,0
FLAWLESS_CITRINE_GEM,2059895.7,1900002.8,0,0
ENCHANTED_IRON,1812.8,1739.5,0,0
ENCHANTMENT_SUGAR_RUSH_1,3733167,325346.8,0,0
ENCHANTED_HAY_BLOCK,7814,7635.4,0,0
HEMOVIBE,269.2,198.4,0,0
ENCHANTED_TITANIUM,20918.9,19283.4,0,0
SPOOKY_BAIT,75.1,21.4,0,0
EMERALD,6.2,4.4,0,0
TWILIGHT_ARROW_POISON,2502.5,2168.1,0,0
ENCHANTED_RABBIT_FOOT,2899.7,1500.9,0,0
POTATO_SPREADING,3990.6,200.5,0,0
ENCHANTED_ICE,484.9,350,0,0
ARACHNE_KEEPER_FRAGMENT,740.8,386.4,0,0
ENCHANTMENT_GROWTH_1,0,0,0,0
ENCHANTMENT_GROWTH_2,0,0,0,0
GREEN_GIFT,7520.2,6765.2,0,0
ENCHANTMENT_GROWTH_3,0,0,0,0
ENCHANTMENT_GROWTH_4,0,0,0,0
SKELETON_KEY,43438154.4,41962755,0,0
ENCHANTMENT_GROWTH_5,0,0,0,0
RED_NOSE,1273,1.1,0,0
FLAWLESS_AMETHYST_GEM,1863984.6,1745600.3,0,0
ENCHANTMENT_GROWTH_6,8591914.9,7948164.8,0,0
NULL_EDGE,509966,432677.5,0,0
ENCHANTMENT_GROWTH_7,149999992.2,131555112.5,0,0
THORN_FRAGMENT,79.8,40.9,0,0
PACKED_ICE,38.5,18.6,0,0
YELLOW_FLOWER,170.7,145.2,0,0
CLIPPED_WINGS,834.9,1.2,0,0
REVENANT_CATALYST,27717.1,7188,0,0
WITHER_CATALYST,1089073.1,987836.2,0,0
HAMSTER_WHEEL,61231.8,58161.3,0,0
ENCHANTED_COAL,684.8,680.2,0,0
MAGMA_FISH_SILVER,22080,21339.2,0,0
FLAWLESS_OPAL_GEM,5499991.1,3476391.6,0,0
SULPHURIC_COAL,4380.8,3024.3,0,0
ESSENCE_UNDEAD,748.7,653.8,0,0
DRAGON_CLAW,200000,19596.9,0,0
DAEDALUS_STICK,5632423.3,5061662.3,0,0
ENCHANTMENT_ULTIMATE_CHIMERA_1,136999994.2,130641243.6,0,0
ENCHANTMENT_ULTIMATE_LAST_STAND_5,3147093.7,2826769.2,0,0
ENCHANTMENT_ULTIMATE_LAST_STAND_4,2135391.3,1440006,0,0
ENCHANTMENT_ULTIMATE_LAST_STAND_3,892099.7,193219.3,0,0
ENCHANTMENT_ULTIMATE_CHIMERA_5,0,500000000,0,0
ENCHANTMENT_ULTIMATE_CHIMERA_4,0,100000000.8,0,0
ENCHANTMENT_ULTIMATE_LAST_STAND_2,347739.9,325525.8,0,0
ENCHANTMENT_ULTIMATE_LAST_STAND_1,171277.4,161160.6,0,0
PET_ITEM_PURE_MITHRIL_GEM,337128.8,140000,0,0
ENCHANTMENT_ULTIMATE_CHIMERA_3,0,110250003.9,0,0
JUNGLE_HEART,3300,1.5,0,0
ENCHANTMENT_ULTIMATE_CHIMERA_2,0,20000000.2,0,0
LUCKY_DICE,1599999.9,955555,0,0
FOUL_FLESH,31667.1,29332,0,0
RAW_BEEF,17.1,6.2,0,0
ENCHANTED_EYE_OF_ENDER,6922.4,6472.7,0,0
ECTOPLASM,144443,99742.1,0,0
PRECIOUS_PEARL,599996.8,429383.5,0,0
ENCHANTED_MYCELIUM,8552.3,8430,0,0
MAGMA_FISH_DIAMOND,22197266.1,20834738.6,0,0
RABBIT,84.2,61.6,0,0
ENCHANTED_HOPPER,1427384.7,1346834.6,0,0
FINE_FLOUR,6753.3,6200.1,0,0
HEMOBOMB,684597.9,596791.7,0,0
GRIFFIN_FEATHER,100197.4,96757.5,0,0
POLARVOID_BOOK,2364872.9,1954375.5,0,0
GIANT_FRAGMENT_DIAMOND,1132307.7,1050798.9,0,0
SOULFLOW,52658.6,48708.3,0,0
METAPHYSICAL_SERUM,175315.4,148358,0,0
MINNOW_BAIT,114,6.5,0,0
AVARICIOUS_CHALICE,300000000,230000000.4,0,0
ENCHANTED_MAGMA_CREAM,4194.7,3877.7,0,0
ENCHANTED_FIREWORK_ROCKET,242383,205510.8,0,0
WITHER_BLOOD,1981430.6,1700000.8,0,0
BLAZE_WAX,998975.8,853417.6,0,0
ENCHANTMENT_EFFICIENCY_5,0,0,0,0
ENCHANTMENT_EFFICIENCY_4,0,0,0,0
CHOCOLATE_CHIP,518997.5,429060.3,0,0
ENCHANTMENT_EFFICIENCY_3,0,0,0,0
ENCHANTMENT_EFFICIENCY_2,0,0,0,0
FLAWLESS_JADE_GEM,1911110.1,1808897.1,0,0
HARD_STONE,4.6,3.8,0,0
ENCHANTMENT_EFFICIENCY_1,0,0,0,0
SUPERBOOM_TNT,4.8,1.4,0,0
ENCHANTED_COOKED_MUTTON,192103.3,183329.2,0,0
ENCHANTMENT_EFFICIENCY_9,0,0,0,0
ENCHANTMENT_EFFICIENCY_8,0,0,0,0
REFINED_TITANIUM,799994.9,761592,0,0
FLAWED_ONYX_GEM,324.6,279,0,0
ENCHANTMENT_EFFICIENCY_7,0,0,0,0
ENCHANTMENT_FEATHER_FALLING_10,60639.8,39406.2,0,0
ENCHANTMENT_EFFICIENCY_6,0,0,0,0
SHINY_PRISM,749996.3,363112.4,0,0
ENCHANTMENT_SMOLDERING_5,107479994.5,23806640.1,0,0
ENCHANTMENT_SMOLDERING_3,49999999.2,200002.3,0,0
ENCHANTMENT_SMOLDERING_4,399999999.6,23467591.1,0,0
ENCHANTMENT_SMOLDERING_1,4940697.9,4263256.1,0,0
EGG,24.9,5.9,0,0
FIRST_MASTER_STAR,12707588.9,12159478.6,0,0
ENCHANTMENT_SMOLDERING_2,16299998.7,2672255.1,0,0
UMBER_KEY,3105367.9,2916634.5,0,0
FLOWERING_BOUQUET,24999.6,12586.8,0,0
SPIRIT_LEAP,151,91.8,0,0
FINE_JASPER_GEM,67731.7,67042.7,0,0
BOOK_OF_STATS,1499984.9,1167500.8,0,0
ENCHANTED_CHARCOAL,1554.3,1270.6,0,0
SIMPLE_CARROT_CANDY,4999.9,2552.7,0,0
ENCHANTED_DIAMOND,1338.6,1306.7,0,0
ENCHANTMENT_FEATHER_FALLING_20,0,0,0,0
OIL_BARREL,2697.3,2208.4,0,0
GOLEM_POPPY,165293.9,99469.7,0,0
HORNS_OF_TORMENT,1729470.2,980096.7,0,0
ENCHANTMENT_CRITICAL_6,2199.8,1.9,0,0
JERRY_BOX_GREEN,153863.8,116712,0,0
FARMING_FOR_DUMMIES,1288730.3,1135070.7,0,0
ENCHANTMENT_CRITICAL_7,144999997.3,133722678,0,0
ENCHANTMENT_TOXOPHILITE_1,5666095.7,5000973.2,0,0
ENCHANTMENT_CRITICAL_4,0,0,0,0
ENCHANTMENT_CRITICAL_5,0,0,0,0
ENCHANTMENT_CRITICAL_2,0,0,0,0
ENCHANTED_GOLDEN_CARROT,70349.5,68331.7,0,0
ENCHANTED_TUNGSTEN,14950.5,13749.9,0,0
ENCHANTMENT_CRITICAL_3,0,0,0,0
ENCHANTMENT_CRITICAL_1,0,0,0,0
ENCHANTMENT_AIMING_1,0,0,0,0
ENCHANTMENT_AIMING_2,0,0,0,0
ENCHANTMENT_AIMING_3,0,0,0,0
ENCHANTMENT_AIMING_4,0,0,0,0
ENCHANTMENT_AIMING_5,0,0,0,0
SHADOW_WARP_SCROLL,261074715.1,247000001.1,0,0
FLAWED_PERIDOT_GEM,675.4,491.4,0,0
ENCHANTMENT_ULTIMATE_HABANERO_TACTICS_4,99999986.6,10000001.7,0,0
ENCHANTMENT_FROST_WALKER_2,0,0,0,0
ENCHANTMENT_THUNDERBOLT_6,3297094.7,1631129.3,0,0
ENCHANTMENT_BLAST_PROTECTION_7,3424609.5,1000101.1,0,0
ENCHANTED_MYCELIUM_CUBE,164993,128435.1,0,0
FLAWED_JASPER_GEM,1196.4,774.7,0,0
ENCHANTMENT_ULTIMATE_HABANERO_TACTICS_5,284999999.7,90000000,0,0
ENCHANTMENT_FROST_WALKER_1,0,0,0,0
EXPIRED_PUMPKIN,8004.1,3727,0,0
ENCHANTMENT_ICE_COLD_4,41999998.4,690420.7,0,0
ENCHANTMENT_ICE_COLD_3,0,1005702.7,0,0
ENCHANTMENT_THUNDERBOLT_1,0,0,0,0
GLACIAL_FRAGMENT,40790.1,38001.3,0,0
ENCHANTED_POISONOUS_POTATO,1982.5,1102.2,0,0
ENCHANTMENT_ICE_COLD_5,84397171.6,42425001.4,0,0
FLAWED_AMBER_GEM,461.4,264.9,0,0
TUNGSTEN_PLATE,16400087.4,15927069.6,0,0
ENCHANTMENT_THUNDERBOLT_4,0,0,0,0
ENCHANTMENT_THUNDERBOLT_5,0,0,0,0
ENCHANTMENT_ICE_COLD_2,0,3304868.1,0,0
ENCHANTMENT_THUNDERBOLT_2,0,0,0,0
ENCHANTMENT_ICE_COLD_1,4935067.5,4021982.8,0,0
ENCHANTMENT_THUNDERBOLT_3,0,0,0,0
ENCHANTMENT_ULTIMATE_REITERATE_1,5557133.3,5000000,0,0
ENCHANTMENT_ULTIMATE_REITERATE_4,61999997.1,13075001.9,0,0
ENCHANTMENT_COMPACT_10,0,0,0,0
ENCHANTMENT_ULTIMATE_REITERATE_5,98037980,82000100,0,0
ENCHANTMENT_ULTIMATE_REITERATE_2,99999999.8,4169735.2,0,0
PRISMARINE_SHARD,3.3,2.1,0,0
ENCHANTMENT_ULTIMATE_REITERATE_3,34999999.9,5208332.5,0,0
SYNTHETIC_HEART,198398.9,187839.7,0,0
POWER_CRYSTAL,608000,575334.5,0,0
WISE_FRAGMENT,20798.6,18312,0,0
SHARK_FIN,222.9,196.3,0,0
PERFECT_PERIDOT_GEM,32013335.9,29359176.6,0,0
XXLARGE_ENCHANTED_CHEST,5346265.5,4862696.4,0,0
REFINED_MITHRIL,700018.7,685002.4,0,0
FUEL_TANK,417111.6,391122,0,0
UMBER_PLATE,16680372.9,15700001.9,0,0
JALAPENO_BOOK,2579992.5,1756322,0,0
ENCHANTMENT_VENOMOUS_3,0,0,0,0
POTATO_ITEM,3.5,2.4,0,0
ENCHANTMENT_VENOMOUS_4,0,0,0,0
ENCHANTMENT_VENOMOUS_5,0,0,0,0
SKYMART_BROCHURE,425000,292045.8,0,0
ENCHANTED_HUGE_MUSHROOM_1,51577,49961.2,0,0
ENCHANTMENT_VENOMOUS_6,69999998.3,51000008.6,0,0
PRESUMED_GALLON_OF_RED_PAINT,2483144,1169158.6,0,0
HEMOGLASS,41193.8,39067.3,0,0
ENCHANTMENT_VENOMOUS_1,0,0,0,0
ENCHANTMENT_VENOMOUS_2,0,0,0,0
ELECTRON_TRANSMITTER,207266.7,189027.8,0,0
ENCHANTED_COBBLESTONE,738.3,708.3,0,0
ENCHANTMENT_STRONG_MANA_10,0,40000000.1,0,0
ENCHANTED_HUGE_MUSHROOM_2,51131.2,49676.2,0,0
GLOWY_CHUM_BAIT,41.5,12.7,0,0
STUFFED_CHILI_PEPPER,1999999.9,805814.5,0,0
BUDGET_HOPPER,15999.9,8001.3,0,0
TERRY_SNOWGLOBE,2180661,1059040,0,0
ICE_BAIT,3,0.3,0,0
FINE_ONYX_GEM,29997.5,26238.6,0,0
CHEESE_FUEL,6506.4,6208.5,0,0
KUUDRA_MANDIBLE,3299996,1500000.7,0,0
ENCHANTMENT_FEATHER_FALLING_3,0,0,0,0
ENCHANTMENT_FEATHER_FALLING_2,0,0,0,0
PUMPKIN_GUTS,296231.6,240458.2,0,0
ENCHANTMENT_FEATHER_FALLING_1,0,0,0,0
ENCHANTMENT_FEATHER_FALLING_7,1000,2.5,0,0
BLAZE_ROD_DISTILLATE,5182.4,4603.2,0,0
WITHER_SHIELD_SCROLL,270301673.7,260554426.8,0,0
ENCHANTMENT_FEATHER_FALLING_6,150.1,0,0,0
ENCHANTMENT_FEATHER_FALLING_5,0,0,0,0
ENCHANTMENT_FEATHER_FALLING_4,0,0,0,0
ENCHANTMENT_FEATHER_FALLING_9,30000,7635.2,0,0
ACACIA_BIRDHOUSE,1122395.4,874061.1,0,0
ENCHANTMENT_FEATHER_FALLING_8,26914.5,301,0,0
SPIDER_CATALYST,9993.9,1358.4,0,0
ENCHANTED_LAPIS_LAZULI_BLOCK,82742,82062.2,0,0
ENCHANTED_ENDSTONE,329.7,285.1,0,0
ESSENCE_ICE,1618.6,1419,0,0
ENCHANTED_SAND,1841.7,1689.3,0,0
COLOSSAL_EXP_BOTTLE,2161099.7,2000015.7,0,0
ENCHANTED_STRING,2256.1,2227.4,0,0
PERFECT_ONYX_GEM,18360446.9,17978670.1,0,0
MOIL_LOG,0,0,0,0
ENCHANTED_DANDELION,26685.4,24448.7,0,0
MIMIC_FRAGMENT,1445.6,1000,0,0
MAGMA_FISH_GOLD,1699999.7,1219873.7,0,0
SOUL_FRAGMENT,1381824.8,1199999.9,0,0
ENCHANTED_LAPIS_LAZULI,789.5,740.7,0,0
MELON_BLOCK,55.2,15.8,0,0
ENDERMAN_CORTEX_REWRITER,99831,73088.5,0,0
CRUDE_GABAGOOL_DISTILLATE,80878.1,77000.1,0,0
SEEDS,2.9,1.4,0,0
ENCHANTED_LEATHER,6999,6841.4,0,0
ENCHANTED_SPONGE,2089.1,1903.8,0,0
WOLF_TOOTH,605.3,595.5,0,0
ENCHANTED_NETHER_STALK,639.9,621.4,0,0
ENCHANTMENT_CURSE_OF_VANISHING_0,0,0,0,0
METEOR_SHARD,2999998.9,2200003.8,0,0
ENCHANTED_REDSTONE,238.5,201.1,0,0
ENCHANTMENT_COMPACT_2,0,0,0,0
ENCHANTMENT_COMPACT_3,0,0,0,0
DWARVEN_COMPACTOR,524997.8,471267.2,0,0
ENCHANTMENT_COMPACT_1,5755852.4,5249397.2,0,0
GREAT_WHITE_SHARK_TOOTH,2506013.2,2165917.9,0,0
ESSENCE_GOLD,1422.5,1181.6,0,0
ENCHANTMENT_PRISTINE_1,1199999.2,937032.4,0,0
ENCHANTMENT_BLAST_PROTECTION_4,0,0,0,0
ENCHANTMENT_COMPACT_6,0,0,0,0
ENCHANTMENT_PRISTINE_2,2999999.2,100005.1,0,0
ENCHANTMENT_BLAST_PROTECTION_3,0,0,0,0
ENCHANTMENT_COMPACT_7,0,0,0,0
RECOMBOBULATOR_3000,8509999.3,8370902.2,0,0
ENCHANTMENT_BLAST_PROTECTION_6,1573.7,2,0,0
ENCHANTMENT_COMPACT_4,0,0,0,0
ENCHANTMENT_COMPACT_5,0,0,0,0
ENCHANTMENT_BLAST_PROTECTION_5,0,0,0,0
ENCHANTMENT_PRISTINE_5,19132792,13427659.9,0,0
ENCHANTMENT_PRISTINE_3,6199999.7,3600000.8,0,0
ENCHANTMENT_BLAST_PROTECTION_2,0,0,0,0
ENCHANTMENT_COMPACT_8,0,0,0,0
ENCHANTMENT_PRISTINE_4,0,8000000.1,0,0
ENCHANTMENT_BLAST_PROTECTION_1,0,0,0,0
ENCHANTMENT_COMPACT_9,0,0,0,0
ENCHANTMENT_FEROCIOUS_MANA_10,74999999.2,20000005.3,0,0
PET_ITEM_LUCKY_CLOVER_DROP,3308425.3,2750006,0,0
NECROMANCER_BROOCH,52496.4,32499.5,0,0
ENCHANTED_PORK,4619.8,4174.1,0,0
BURROWING_SPORES,3611747.9,2945960.4,0,0
DEEP_SEA_ORB,6499997.3,4208841.2,0,0
ROUGH_JASPER_GEM,12.3,7,0,0
FEATHER,2.7,0.8,0,0
PETRIFIED_STARFALL,2777599.6,776001.6,0,0
MAGIC_TOP_HAT,23612944.1,14363876,0,0
ENCHANTED_RED_SAND,8878.8,7880.8,0,0
ENCHANTED_CLOWNFISH,3190.6,3100,0,0
REFINED_UMBER,2971313.5,2750004.5,0,0
PITCHIN_KOI,300000,12912.4,0,0
ENCHANTED_GOLD,669.3,608.6,0,0
ENCHANTMENT_LIFE_STEAL_1,0,0,0,0
ENCHANTMENT_LIFE_STEAL_2,0,0,0,0
ENCHANTMENT_SMELTING_TOUCH_1,0,0,0,0
ROUGH_CITRINE_GEM,3.5,2.4,0,0
ENCHANTMENT_LIFE_STEAL_5,15999999,12858966.3,0,0
ENCHANTMENT_LIFE_STEAL_3,0,0,0,0
ENCHANTMENT_LIFE_STEAL_4,126285.3,20004.1,0,0
ENCHANTMENT_PISCARY_1,0,0,0,0
GOLDEN_PLATE,1780494.1,1633002.4,0,0
SADAN_BROOCH,304084.2,78077.5,0,0
ENCHANTMENT_TURBO_MUSHROOMS_5,54999.8,10000.4,0,0
FIFTH_MASTER_STAR,84520104.8,81404338.5,0,0
ENCHANTMENT_PISCARY_3,0,0,0,0
ENCHANTMENT_PISCARY_2,0,0,0,0
ENCHANTED_GLOWSTONE_DUST,2093.1,1644,0,0
BLUE_ICE_HUNK,159996.9,140501.4,0,0
ENCHANTMENT_PISCARY_5,0,0,0,0
ENCHANTMENT_PISCARY_4,0,0,0,0
ENCHANTMENT_PISCARY_6,6179888.1,4154472.1,0,0
ENCHANTMENT_TABASCO_1,0,0,0,0
ENCHANTMENT_TABASCO_3,3231819.6,2061593.1,0,0
ENCHANTMENT_PUNCH_1,0,0,0,0
TRANSMISSION_TUNER,72096.8,49350.5,0,0
ENCHANTED_SUGAR_CANE,115926.8,114097.8,0,0
ENCHANTMENT_TABASCO_2,0,737500.7,0,0
ENCHANTMENT_PUNCH_2,0,0,0,0
ENCHANTMENT_TURBO_MUSHROOMS_2,5321.2,25.2,0,0
ENCHANTMENT_TURBO_MUSHROOMS_1,250.6,1.6,0,0
ENCHANTMENT_TURBO_MUSHROOMS_4,108098.2,1000,0,0
CONCENTRATED_STONE,1751983,1561174.1,0,0
ENCHANTMENT_TURBO_MUSHROOMS_3,85621.1,0,0,0
ENCHANTMENT_MANA_VAMPIRE_2,232598.7,76001.4,0,0
ENCHANTMENT_MANA_VAMPIRE_1,363808.2,104003.3,0,0
ENCHANTMENT_MANA_VAMPIRE_4,1004677.9,480000.7,0,0
ENCHANTMENT_MANA_VAMPIRE_3,400812.9,205000.3,0,0
ENCHANTMENT_MANA_VAMPIRE_6,5295996.2,20001.1,0,0
SHARK_WATER_ORB,7400000,3281300.6,0,0
ENCHANTMENT_MANA_VAMPIRE_5,1989992.2,1600001.2,0,0
ENCHANTMENT_MANA_VAMPIRE_8,23999999.7,600000.6,0,0
ENCHANTMENT_MANA_VAMPIRE_7,10999998.6,2419403.7,0,0
GHAST_TEAR,146.5,84.7,0,0
ENCHANTMENT_MANA_VAMPIRE_9,0,4125007.5,0,0
UNSTABLE_FRAGMENT,8469.7,7052.5,0,0
MAGMA_CREAM_DISTILLATE,5554.5,4606.6,0,0
CORLEONITE,514000,457309.5,0,0
ENCHANTED_EMERALD_BLOCK,159996.2,154299.8,0,0
SUBZERO_INVERTER,925045.5,250500,0,0
GIANT_TOOTH,399768.6,216745.1,0,0
ENCHANTMENT_PIERCING_1,0,0,0,0
ENCHANTMENT_ULTIMATE_THE_ONE_5,169999999.9,6500001.5,0,0
SLEEPY_HOLLOW,6314619.1,5223381.2,0,0
ENCHANTED_MUTTON,5497,5217.6,0,0
ENCHANTMENT_TITAN_KILLER_7,28173193.5,8058663.9,0,0
ENCHANTMENT_TITAN_KILLER_6,24607,1622.2,0,0
NULL_SPHERE,18.3,7.7,0,0
ENCHANTMENT_TITAN_KILLER_5,0,0,0,0
ENCHANTMENT_TITAN_KILLER_4,0,0,0,0
ENCHANTMENT_TITAN_KILLER_3,0,0,0,0
ENCHANTMENT_TITAN_KILLER_2,0,0,0,0
ENCHANTMENT_TITAN_KILLER_1,0,0,0,0
STOCK_OF_STONKS,5395241.8,5350000.4,0,0
SUPERIOR_FRAGMENT,131260.2,125981.4,0,0
MAGMA_BUCKET,5223327,4969708.6,0,0
ENCHANTMENT_ULTIMATE_THE_ONE_4,54577019.8,48442877.1,0,0
ENCHANTMENT_POWER_1,0,0,0,0
HOT_BAIT,369,260.5,0,0
NULL_BLADE,51818602.1,47830072.5,0,0
ENCHANTMENT_POWER_7,213999998.9,199750004.2,0,0
ENCHANTMENT_POWER_6,277522,75272.4,0,0
ENCHANTMENT_ANGLER_1,0,0,0,0
ENCHANTMENT_ANGLER_2,0,0,0,0
WORM_MEMBRANE,42792.7,42675.4,0,0
GLACITE_SHARD,7364,751.5,0,0
ENCHANTMENT_ANGLER_3,0,0,0,0
ENCHANTMENT_ANGLER_4,0,0,0,0
ENCHANTMENT_POWER_3,0,0,0,0
BLACK_WOOLEN_YARN,11989997.5,10400006.8,0,0
ENCHANTMENT_POWER_2,0,0,0,0
ENCHANTMENT_ANGLER_5,0,0,0,0
ENCHANTMENT_ANGLER_6,130,0,0,0
ENCHANTMENT_POWER_5,0,0,0,0
ENCHANTMENT_POWER_4,0,0,0,0
WATER_LILY,7.5,3,0,0
ENCHANTMENT_THORNS_3,0,0,0,0
BOB_OMB,6096.2,4812.3,0,0
LOG_2,14.9,8.8,0,0
MITHRIL_INFUSION,6999998.2,6067602.4,0,0
COAL,4.3,3,0,0
ENCHANTMENT_ULTIMATE_BOBBIN_TIME_3,24488979.7,15925178.1,0,0
ENCHANTMENT_ULTIMATE_BOBBIN_TIME_4,48517938.1,555001,0,0
ENCHANTMENT_ULTIMATE_BOBBIN_TIME_5,93599999,7530012.5,0,0
ENCHANTMENT_THORNS_1,0,0,0,0
ENCHANTMENT_THORNS_2,0,0,0,0
GOLDEN_BOUNTY,208999997.2,127500001.7,0,0
ENCHANTMENT_VAMPIRISM_5,0,0,0,0
ENCHANTED_PRISMARINE_CRYSTALS,397.1,360.5,0,0
GOBLIN_EGG,2146.3,1706,0,0
PERFECT_TOPAZ_GEM,11968097.1,11396347.2,0,0
ENCHANTMENT_VAMPIRISM_6,968454.8,665924,0,0
LIVID_FRAGMENT,88957,82777.7,0,0
ENCHANTMENT_VAMPIRISM_3,0,0,0,0
PLASMA,23923.4,19382.4,0,0
ENCHANTMENT_VAMPIRISM_4,0,0,0,0
ENCHANTED_WET_SPONGE,81561.3,78779.5,0,0
ENCHANTMENT_EXPERTISE_7,0,0,0,0
ENCHANTMENT_CULTIVATING_9,0,0,0,0
ENCHANTMENT_EXPERTISE_6,0,0,0,0
ENCHANTMENT_CULTIVATING_7,0,0,0,0
ENCHANTMENT_EXPERTISE_9,0,0,0,0
ENCHANTMENT_CULTIVATING_8,0,0,0,0
ENCHANTMENT_EXPERTISE_8,0,0,0,0
ENCHANTMENT_CULTIVATING_5,0,0,0,0
ENDER_STONE,42,10.4,0,0
ESSENCE_CRIMSON,1447,1365.4,0,0
PERFECT_PLATE,43025760,40600006.2,0,0
ENCHANTMENT_CULTIVATING_6,0,0,0,0
ENCHANTMENT_CULTIVATING_3,0,0,0,0
ENCHANTMENT_CULTIVATING_4,0,0,0,0
ENCHANTMENT_CULTIVATING_1,5589998.6,5276726.5,0,0
ENCHANTMENT_VAMPIRISM_1,0,0,0,0
ENCHANTMENT_CULTIVATING_2,0,0,0,0
ENCHANTMENT_VAMPIRISM_2,0,0,0,0
QUARTZ,24.5,19.8,0,0
JERRY_BOX_PURPLE,537729.9,490311.6,0,0
ENCHANTMENT_ULTIMATE_SOUL_EATER_1,1018797.7,1000124.5,0,0
SALMON_OPAL,1605.9,301.7,0,0
ENCHANTMENT_ULTIMATE_SOUL_EATER_3,4901993.6,1000000,0,0
CHUM,2.1,0.4,0,0
ENCHANTMENT_ULTIMATE_SOUL_EATER_2,2093396.1,446666.2,0,0
ENCHANTMENT_ULTIMATE_SOUL_EATER_5,17403281.1,15800641.5,0,0
ENCHANTMENT_ULTIMATE_SOUL_EATER_4,9913155,7611692.4,0,0
MAGMA_CREAM,22.2,18.4,0,0
ENCHANTED_COMPOST,2797264.5,2694217.1,0,0
ENCHANTMENT_CHANCE_2,0,0,0,0
RED_GIFT,37273.5,36010,0,0
ENCHANTED_MITHRIL,1731.5,1599,0,0
ENCHANTMENT_CHANCE_1,0,0,0,0
ROUGH_PERIDOT_GEM,29,4.8,0,0
FEL_PEARL,1049.2,390.7,0,0
